ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_LATITUDE,MAR_LONGITUDE,YEAR,DAY_OF_WEEK,MONTH_NAME
4700 block of Alabama Ave SE,2022-04-28 04:00:00+00:00,2200,2022/04/29 04:00:00+00,2022,4,6D,Ward 7,Sexual Orientation,,Simple Assault,38.88098103,-76.93926861,2022,Thursday,April
5700 block of 6th St NW,2022-05-12 04:00:00+00:00,0130,2022/05/12 04:00:00+00,2022,5,4D,Ward 4,Race; Sexual Orientation,White,Sex Abuse,38.95894755,-77.02116838,2022,Thursday,May
4th St NW and Bryant St NW,2022-05-19 04:00:00+00:00,1240,2022/05/19 04:00:00+00,2022,5,3D,Ward 1,Ethnicity/National Origin,Hispanic,Threats,38.9203606,-77.01802694,2022,Thursday,May
1300 block of Clifton St NW,2019-06-19 04:00:00+00:00,0723,2019/06/19 04:00:00+00,2019,6,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.92242911,-77.03085753,2019,Wednesday,June
500 block of 3rd St SE,2019-06-29 04:00:00+00:00,1459,2019/06/29 04:00:00+00,2019,6,1D,Ward 6,Sex/Gender,Female,Threats,38.88276887,-77.00203317,2019,Saturday,June
5100 block of A St SE,2019-07-06 04:00:00+00:00,0530,2019/07/06 04:00:00+00,2019,7,6D,Ward 7,Gender Identity/Expression,,Threats,38.88755762,-76.92667487,2019,Saturday,July
700 block of I St NW,2019-07-30 04:00:00+00:00,1306,2019/07/30 04:00:00+00,2019,7,1D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,38.90087119,-77.02242953,2019,Tuesday,July
700 block of Anacostia Ave NE,2019-08-28 04:00:00+00:00,2113,2019/08/28 04:00:00+00,2019,8,6D,Ward 7,Ethnicity/National Origin,Latino/Hispanic,Threats,38.90169626,-76.95100574,2019,Wednesday,August
7600 block of Georgia Ave NW,2019-09-10 04:00:00+00:00,1500,2019/09/18 04:00:00+00,2019,9,4D,Ward 4,Gender Identity/Expression,,Simple Assault,38.9823875,-77.02655012,2019,Tuesday,September
3500 block of 14th St NW,2019-09-19 04:00:00+00:00,1643,2019/09/19 04:00:00+00,2019,9,4D,Ward 1,Sexual Orientation,,Threats,38.93475233,-77.03273273,2019,Thursday,September
400 block of Valley Ave SE,2019-09-24 04:00:00+00:00,2200,2019/09/24 04:00:00+00,2019,9,7D,Ward 8,Gender Identity/Expression,,Threats,38.83452053,-76.99817909,2019,Tuesday,September
4500 block of 40th St NW,2019-10-09 04:00:00+00:00,0700,2019/10/09 04:00:00+00,2019,10,2D,Ward 3,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.94879161,-77.07874589,2019,Wednesday,October
1100 block of 11th St NW,2019-10-19 04:00:00+00:00,0318,2019/10/19 04:00:00+00,2019,10,3D,Ward 2,Race,Black,Threats,38.90405746,-77.02704864,2019,Saturday,October
2400 block of 15th Pl SE,2019-10-24 04:00:00+00:00,0800,2019/10/24 04:00:00+00,2019,10,7D,Ward 8,Sexual Orientation,,ADW,38.85450348,-76.98284205,2019,Thursday,October
600 block of 15th St NW,2019-11-08 05:00:00+00:00,2250,2019/11/09 05:00:00+00,2019,11,2D,Ward 2,Sexual Orientation,,ADW,38.89782971,-77.03364458,2019,Friday,November
2400 block of K St NW,2023-06-04 04:00:00+00:00,2105,2023/06/04 04:00:00+00,2023,6,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,38.90252596,-77.04997741,2023,Sunday,June
1700 block of 17th St NW,2023-06-14 04:00:00+00:00,0500,2023/06/15 04:00:00+00,2023,6,5D,Ward 2,Race,Black,Threats,38.91298053,-77.03848292,2023,Wednesday,June
1000 block of 5th St NW,2023-06-28 04:00:00+00:00,2210,2023/06/29 04:00:00+00,2023,6,1D,Ward 6,Sexual Orientation,,Simple Assault,38.90312075,-77.01892839,2023,Wednesday,June
400 block of Galloway St NE,2023-07-12 04:00:00+00:00,1620,2023/07/13 04:00:00+00,2023,7,4D,Ward 5,Sexual Orientation,,Simple Assault,38.95255134,-76.99903311,2023,Wednesday,July
600 block of 58th St NE,2023-08-02 04:00:00+00:00,0949,2023/08/02 04:00:00+00,2023,8,6D,Ward 7,Gender Identity/Expression,,ADW,38.89753528,-76.91778018,2023,Wednesday,August
900 block of V St NW,2023-08-06 04:00:00+00:00,0333,2023/08/06 04:00:00+00,2023,8,3D,Ward 1,Personal Appearance,,Simple Assault,38.9181105,-77.02531427,2023,Sunday,August
1300 block of 13th St NW,2023-09-12 04:00:00+00:00,0638,2023/09/12 04:00:00+00,2023,9,3D,Ward 2,Race,White,Threats,38.90790764,-77.02962394,2023,Tuesday,September
600 block of New Jersey Ave NW,2023-09-24 04:00:00+00:00,1855,2023/09/24 04:00:00+00,2023,9,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.89757432,-77.01195433,2023,Sunday,September
24th St NW and M St NW,2023-10-12 04:00:00+00:00,0803,2023/10/12 04:00:00+00,2023,10,2D,Ward 2,Religion,Muslim,Simple Assault,38.90526073,-77.05140797,2023,Thursday,October
3000 block of O St NW,2023-10-22 04:00:00+00:00,1800,2023/10/23 04:00:00+00,2023,10,2D,Ward 2,Ethnicity/National Origin,Middle Eastern,Simple Assault,38.90847069,-77.06023828,2023,Sunday,October
9th St NW and V St NW,2023-10-28 04:00:00+00:00,0100,2023/11/02 04:00:00+00,2023,11,3D,Ward 1,Sexual Orientation,,Simple Assault,38.9177638,-77.02394325,2023,Saturday,October
1300 block of 4th St SE,2023-11-08 05:00:00+00:00,1915,2023/11/09 05:00:00+00,2023,11,1D,Ward 8,Religion,Jewish,Theft,38.8743343,-77.00053679,2023,Wednesday,November
2000 block of H St NW,2023-11-15 05:00:00+00:00,1240,2023/11/15 05:00:00+00,2023,11,2D,Ward 2,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.89957537,-77.04577899,2023,Wednesday,November
2800 block of N St NW,2023-12-17 05:00:00+00:00,0915,2023/12/17 05:00:00+00,2023,12,2D,Ward 2,Ethnicity/National Origin,Jewish,Simple Assault,38.90685556,-77.05759901,2023,Sunday,December
3700 block of Minnesota Ave NE,2022-08-20 04:00:00+00:00,1447,2022/08/20 04:00:00+00,2022,8,6D,Ward 7,Gender Identity/Expression,,ADW,38.89132947,-76.9519659,2022,Saturday,August
5100 block of Clay Ter NE,2021-08-10 04:00:00+00:00,2042,2021/08/10 04:00:00+00,2021,8,6D,,Sexual Orientation,,ADW,,,2021,Tuesday,August
1100 block of 13th St NW,2022-09-17 04:00:00+00:00,2347,2022/09/18 04:00:00+00,2022,9,2D,Ward 2,Ethnicity/National Origin,Hispanic,Simple Assault,38.90428556,-77.02962336,2022,Saturday,September
2100 block of Queens Chapel Rd NE,2022-10-21 04:00:00+00:00,2000,2022/10/21 04:00:00+00,2022,10,5D,Ward 5,Ethnicity/National Origin,Chinese,Threats,38.91912162,-76.97240933,2022,Friday,October
700 block of G St NW,2022-11-16 05:00:00+00:00,1027,2022/11/16 05:00:00+00,2022,11,1D,Ward 2,Ethnicity/National Origin,Mexican,Simple Assault,38.89845083,-77.02242369,2022,Wednesday,November
2000 block of Georgia Ave NW,2022-11-27 05:00:00+00:00,0753,2022/11/27 05:00:00+00,2022,11,3D,Ward 1,Sexual Orientation,,Threats,38.91701037,-77.02189472,2022,Sunday,November
2500 block of Pennsylvania Ave NW,2022-12-03 05:00:00+00:00,1900,2022/12/09 05:00:00+00,2022,12,2D,Ward 2,Sexual Orientation,,Simple Assault,38.9037188,-77.05354168,2022,Saturday,December
3700 block of Georgia Ave NW,2022-12-24 05:00:00+00:00,2250,2022/12/25 05:00:00+00,2022,12,4D,Ward 4,Ethnicity/National Origin,Hispanic,Simple Assault,38.93696915,-77.02439858,2022,Saturday,December
600 block of 5th St NW,2023-01-12 05:00:00+00:00,1030,2023/01/12 05:00:00+00,2023,1,1D,Ward 2/Ward 6,Race,White,Simple Assault,38.89782555,-77.01892883,2023,Thursday,January
1000 block of Brentwood Rd NE,2023-02-11 05:00:00+00:00,2030,2023/02/11 05:00:00+00,2023,2,5D,Ward 5,Ethnicity/National Origin,Hispanic,Threats,38.92015701,-76.99030597,2023,Saturday,February
1400 block of Girard St NW,2023-03-06 05:00:00+00:00,1337,2023/03/06 05:00:00+00,2023,3,3D,Ward 1,Gender Identity/Expression,,Threats,38.9254031,-77.03386967,2023,Monday,March
5600 block of 1st St NW,2023-03-22 04:00:00+00:00,1252,2023/03/22 04:00:00+00,2023,3,4D,Ward 4,Gender Identity/Expression,,Threats,38.95819769,-77.01161329,2023,Wednesday,March
400 block of New Jersey Ave NW,2023-04-09 04:00:00+00:00,0024,2023/04/09 04:00:00+00,2023,4,1D,Ward 6,Race,Black,Simple Assault,38.89545518,-77.01118855,2023,Sunday,April
2900 block of 14th St NW,2023-05-22 04:00:00+00:00,1743,2023/05/26 04:00:00+00,2023,5,3D,Ward 1,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.92704868,-77.03246971,2023,Monday,May
3100 block of 34th St NW,2016-07-23 04:00:00+00:00,1005-1010,2016/07/23 04:00:00+00,2016,7,2D,Ward 3,Ethnicity/National Origin,Unspecified,Threats,38.93200413,-77.06638572,2016,Saturday,July
600 block of H St NW,2016-08-23 04:00:00+00:00,0012-0013,2016/08/23 04:00:00+00,2016,8,1D,Ward 2,Religion,Jewish,Damage/Defacing/Destruction of Property,38.89981191,-77.0209122,2016,Tuesday,August
700 block of 11th St NW,2016-09-26 04:00:00+00:00,1853-1857,2016/09/26 04:00:00+00,2016,9,2D,Ward 2,Sexual Orientation,,Threats,38.8990662,-77.02703499,2016,Monday,September
1900 block of 8th St NW,2016-10-16 04:00:00+00:00,0306-0352,2016/10/16 04:00:00+00,2016,10,3D,Ward 1,Sexual Orientation,,Simple Assault,38.91614096,-77.02294272,2016,Sunday,October
1400 block of Juniper St NW,2016-11-15 05:00:00+00:00,0000,2017/09/11 04:00:00+00,2017,9,4D,Ward 4,Religion,Jewish,Displaying Symbols,38.98321245,-77.03487589,2016,Tuesday,November
600 block of H St NW,2016-12-17 05:00:00+00:00,2015,2016/12/17 05:00:00+00,2016,12,1D,Ward 2,Gender Identity/Expression,,Simple Assault,38.89981191,-77.0209122,2016,Saturday,December
2200 block of Douglas St NE,2017-01-21 05:00:00+00:00,0253,2017/01/21 05:00:00+00,2017,1,5D,Ward 5,Political Affiliation,,Damage/Defacing/Destruction of Property,38.92343841,-76.97316958,2017,Saturday,January
1300 block of New Hampshire Ave NW,2017-02-17 05:00:00+00:00,2200,2017/03/08 05:00:00+00,2017,3,2D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.90765101,-77.04530051,2017,Friday,February
1800 block of 14th St NW,2012-01-14 05:00:00+00:00,0240-0250,2012/01/14 05:00:00+00,2012,1,3D,Ward 2,Sexual Orientation,,Simple Assault,38.91446221,-77.03195329,2012,Saturday,January
1500 block of M St NW,2012-02-21 05:00:00+00:00,1010,2012/02/21 05:00:00+00,2012,2,2D,Ward 2,Ethnicity/National Origin,Asian,Threats,38.90565029,-77.0355515,2012,Tuesday,February
3400 block of 22nd St SE,2012-03-17 04:00:00+00:00,2100-2115,2012/03/19 04:00:00+00,2012,3,7D,Ward 8,Gender Identity/Expression,,Damage/Defacing/Destruction of Property,38.84565958,-76.97277144,2012,Saturday,March
3100 block of Central Ave NE,2012-04-17 04:00:00+00:00,0550-0559,2012/04/17 04:00:00+00,2012,4,5D,Ward 5,Sexual Orientation,,Robbery,38.9305002,-76.96682762,2012,Tuesday,April
2000 block of 9th St NW,2012-06-01 04:00:00+00:00,0230,2012/06/01 04:00:00+00,2012,6,3D,Ward 1,Race,Unspecified,Simple Assault,38.91737679,-77.02394482,2012,Friday,June
900 block of Q St NW,2012-06-08 04:00:00+00:00,0121-0130,2012/06/08 04:00:00+00,2012,6,3D,Ward 2,Sexual Orientation,,ADW,38.91112497,-77.02455888,2012,Friday,June
2800 block of Georgia Ave NW,2012-06-27 04:00:00+00:00,1843-1845,2012/06/27 04:00:00+00,2012,6,3D,Ward 1,Gender Identity/Expression,,ADW,38.92639173,-77.022842,2012,Wednesday,June
1400 block of New York Ave NW,2022-08-17 04:00:00+00:00,1914,2022/08/17 04:00:00+00,2022,8,2D,Ward 2,Ethnicity/National Origin,Chinese,Simple Assault,38.8990995,-77.03280663,2022,Wednesday,August
900 block of 15th St NW,2022-08-18 04:00:00+00:00,0309,2022/08/18 04:00:00+00,2022,8,2D,Ward 2,Ethnicity/National Origin,Chinese,ADW,38.90192536,-77.03363787,2022,Thursday,August
900 block of 17th St NW,2022-08-18 04:00:00+00:00,0845,2022/08/18 04:00:00+00,2022,8,2D,Ward 2,Ethnicity/National Origin,African,ADW,38.90193156,-77.03944985,2022,Thursday,August
300 block of Riggs Rd NE,2022-08-22 04:00:00+00:00,1205,2022/08/22 04:00:00+00,2022,8,4D,Ward 4,Race,White,Threats,38.95735931,-77.00201629,2022,Monday,August
6500 block of Piney Branch Rd NW,2022-09-02 04:00:00+00:00,0939,2022/09/02 04:00:00+00,2022,9,4D,Ward 4,Ethnicity/National Origin,Mexican,Threats,38.96927936,-77.02573725,2022,Friday,September
1600 block of Maryland Ave NE,2022-09-14 04:00:00+00:00,1602,2022/09/14 04:00:00+00,2022,9,5D,Ward 5,Gender Identity/Expression,,Simple Assault,38.9015468,-76.97993763,2022,Wednesday,September
2300 block of Washington Pl NE,2022-09-14 04:00:00+00:00,1613,2022/09/14 04:00:00+00,2022,9,5D,Ward 5,Sexual Orientation,,Threats,38.92158471,-76.99375559,2022,Wednesday,September
300 block of Water St SE,2022-09-15 04:00:00+00:00,0145,2022/09/15 04:00:00+00,2022,9,1D,Ward 8,Ethnicity/National Origin,Chinese,Simple Assault,38.873781,-77.00129541,2022,Thursday,September
1100 block of 20th St NW,2022-10-02 04:00:00+00:00,1559,2022/10/05 04:00:00+00,2022,10,2D,Ward 2,Race,Black,Threats,38.9046993,-77.04490273,2022,Sunday,October
2300 block of H St NW,2022-10-07 04:00:00+00:00,0906,2022/10/07 04:00:00+00,2022,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,38.89957817,-77.05078231,2022,Friday,October
1900 block of 3rd St NE,2022-10-14 04:00:00+00:00,1050,2022/10/14 04:00:00+00,2022,10,5D,Ward 5,Race,White,Simple Assault,38.9159224,-77.00203149,2022,Friday,October
2900 block of Nelson Pl SE,2022-10-17 04:00:00+00:00,1527,2022/10/17 04:00:00+00,2022,10,6D,Ward 7,Sexual Orientation,,ADW,38.87636924,-76.96671964,2022,Monday,October
1400 block of 14th St NW,2022-10-19 04:00:00+00:00,2334,2022/10/19 04:00:00+00,2022,10,2D,Ward 2,Sexual Orientation,,Simple Assault,38.9092426,-77.03195176,2022,Wednesday,October
400 block of Condon Ter SE,2022-10-25 04:00:00+00:00,1509,2022/10/25 04:00:00+00,2022,10,7D,Ward 8,Sexual Orientation,,Threats,38.83163389,-76.99989393,2022,Tuesday,October
1000 block of 16th St NE,2022-11-04 04:00:00+00:00,2050,2022/11/04 04:00:00+00,2022,11,5D,Ward 5,Ethnicity/National Origin,Hispanic,Threats,38.90367042,-76.98212554,2022,Friday,November
1100 block of Pennsylvania Ave NW,2022-11-04 04:00:00+00:00,2259,2022/11/04 04:00:00+00,2022,11,2D,Ward 2,Race,Black,Simple Assault,38.89487755,-77.02757484,2022,Friday,November
1500 block of Rhode Island Ave NW,2022-11-05 04:00:00+00:00,1349,2022/11/05 04:00:00+00,2022,11,2D,Ward 2,Sexual Orientation,,Simple Assault,38.9077794,-77.03499096,2022,Saturday,November
2800 block of Quebec St NW,2022-11-06 04:00:00+00:00,2001,2022/11/06 04:00:00+00,2022,11,2D,Ward 3,Sexual Orientation,,Sex Abuse,38.93684138,-77.05576462,2022,Sunday,November
1000 block of V St NW,2022-11-07 05:00:00+00:00,1700,2022/11/08 05:00:00+00,2022,11,3D,Ward 1,Ethnicity/National Origin,Jewish,Displaying Symbols,38.91811024,-77.02651327,2022,Monday,November
3800 block of Reservoir Rd NW,2022-11-21 05:00:00+00:00,1003,2022/11/21 05:00:00+00,2022,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,38.91258904,-77.0743106,2022,Monday,November
3800 block of Veazey St NW,2019-08-09 04:00:00+00:00,1333,2019/08/09 04:00:00+00,2019,8,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.94397231,-77.07582202,2019,Friday,August
Unit block of M St SE,2019-08-13 04:00:00+00:00,2310,2019/08/13 04:00:00+00,2019,8,1D,Ward 6/Ward 8,Race,Black,Simple Assault,38.87646366,-77.00865931,2019,Tuesday,August
1200 block of 1st St NW,2019-08-20 04:00:00+00:00,2045,2019/08/21 04:00:00+00,2019,8,3D,Ward 6,Religion,Muslim,Simple Assault,38.90595676,-77.01216649,2019,Tuesday,August
1600 block of 1st St NW,2019-08-23 04:00:00+00:00,2056,2019/08/23 04:00:00+00,2019,8,3D,Ward 5,Religion,Muslim,Threats,38.9116185,-77.01216146,2019,Friday,August
7400 block of Georgia Ave NW,2019-08-24 04:00:00+00:00,2143,2019/08/24 04:00:00+00,2019,8,4D,Ward 4,Gender Identity/Expression,,Simple Assault,38.98041706,-77.02649214,2019,Saturday,August
900 block of E St NW,2019-08-24 04:00:00+00:00,1105,2019/08/24 04:00:00+00,2019,8,2D,Ward 2,Sexual Orientation,,Simple Assault,38.89613147,-77.02497517,2019,Saturday,August
1700 block of Columbia Rd NW,2019-08-25 04:00:00+00:00,0705,2019/08/25 04:00:00+00,2019,8,3D,Ward 1,Sexual Orientation,,Simple Assault,38.92465629,-77.03965317,2019,Sunday,August
5000 block of D St SE,2019-08-25 04:00:00+00:00,0423,2019/08/25 04:00:00+00,2019,8,6D,Ward 7,Sexual Orientation,,Simple Assault,38.88380845,-76.92982139,2019,Sunday,August
300 block of Jefferson St NW,2019-08-25 04:00:00+00:00,2030,2019/08/25 04:00:00+00,2019,8,4D,Ward 4,Race,Black,Threats,38.95546529,-77.01690264,2019,Sunday,August
1100 block of 4th ST SW,2019-08-27 04:00:00+00:00,1621,2019/08/27 04:00:00+00,2019,8,1D,Ward 6,Sexual Orientation,,ADW,38.87786661,-77.01763474,2019,Tuesday,August
2600 block of Martin Luther King Jr Ave SE,2019-08-29 04:00:00+00:00,1514,2019/08/29 04:00:00+00,2019,8,7D,Ward 8,Gender Identity/Expression,,Damage/Defacing/Destruction of Property,38.85875093,-76.99546441,2019,Thursday,August
1300 block of New York Ave NE,2019-08-29 04:00:00+00:00,1518,2019/08/29 04:00:00+00,2019,8,5D,Ward 5,Sexual Orientation,,Threats,38.91514531,-76.98655712,2019,Thursday,August
1400 block of 17th St NW,2019-08-29 04:00:00+00:00,1200,2019/08/29 04:00:00+00,2019,8,2D,Ward 2,Race,Black,Damage/Defacing/Destruction of Property,38.90916811,-77.0384917,2019,Thursday,August
1200 block of H St NW,2019-08-29 04:00:00+00:00,0716,2019/08/29 04:00:00+00,2019,8,2D,Ward 2,Race,Black,Threats,38.89981436,-77.02885672,2019,Thursday,August
5500 block of 16th ST NW,2019-09-01 04:00:00+00:00,2200,2019/09/02 04:00:00+00,2019,9,4D,Ward 4,Race,White,Threats,38.9563396,-77.03639801,2019,Sunday,September
3100 block of Martin Luther King Jr Ave SE,2019-09-05 04:00:00+00:00,1330,2019/09/05 04:00:00+00,2019,9,7D,Ward 8,Gender Identity/Expression,,Threats,38.84365008,-76.99899876,2019,Thursday,September
3300 block of 14th St NW,2019-09-11 04:00:00+00:00,1857,2019/09/11 04:00:00+00,2019,9,3D,Ward 1,Ethnicity/National Origin,Black/African,Threats,38.93070752,-77.03272337,2019,Wednesday,September
1500 block of Q St NW,2019-09-14 04:00:00+00:00,2229,2019/09/14 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,38.91112602,-77.03553682,2019,Saturday,September
2300 block of Hartford St SE,2019-09-15 04:00:00+00:00,1342,2019/09/15 04:00:00+00,2019,9,7D,Ward 8,Race,White,Threats,38.85408378,-76.97221436,2019,Sunday,September
3600 block of O St NW,2019-09-15 04:00:00+00:00,0011,2019/09/15 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,38.90768958,-77.07097637,2019,Sunday,September
7600 block of Georgia Ave NW,2019-09-16 04:00:00+00:00,1100,2019/09/17 04:00:00+00,2019,9,4D,Ward 4,Gender Identity/Expression,,Simple Assault,38.9823875,-77.02655012,2019,Monday,September
100 block of K St NE,2019-09-20 04:00:00+00:00,2330,2019/09/22 04:00:00+00,2019,9,5D,Ward 6,Gender Identity/Expression,,ADW,38.9025152,-77.00472811,2019,Friday,September
2700 block of Pennsylvania Ave NW,2019-09-21 04:00:00+00:00,2321,2019/09/22 04:00:00+00,2019,9,2D,Ward 2,Ethnicity/National Origin,Unknown,ADW,38.90453142,-77.05590203,2019,Saturday,September
900 block of Rhode Island Ave NE,2019-09-21 04:00:00+00:00,1445,2019/09/21 04:00:00+00,2019,9,5D,Ward 5,Race,White,Threats,38.9222166,-76.9931402,2019,Saturday,September
1400 block of New York Ave NW,2019-09-22 04:00:00+00:00,0725,2019/09/22 04:00:00+00,2019,9,2D,Ward 2,Race,Black,Simple Assault,38.8990995,-77.03280663,2019,Sunday,September
3500 block of Wheeler Rd SE,2019-09-23 04:00:00+00:00,1611,2019/09/23 04:00:00+00,2019,9,7D,Ward 8,Gender Identity/Expression,,Simple Assault,38.83934046,-76.9935837,2019,Monday,September
600 block of Rhode Island Ave NE,2019-09-26 04:00:00+00:00,1900,2019/09/26 04:00:00+00,2019,9,5D,Ward 5,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.920933,-76.99715701,2019,Thursday,September
700 block of 7th St NW,2019-09-28 04:00:00+00:00,0142,2019/09/28 04:00:00+00,2019,9,1D,Ward 2,Sexual Orientation,,ADW,38.89912971,-77.02191656,2019,Saturday,September
2400 block of Virginia Ave NW,2019-09-28 04:00:00+00:00,1425,2019/09/28 04:00:00+00,2019,9,2D,Ward 2,Ethnicity/National Origin,Unknown,Damage/Defacing/Destruction of Property,38.89804837,-77.05179937,2019,Saturday,September
2300 block of Georgia Ave NW,2019-09-28 04:00:00+00:00,0330,2019/09/28 04:00:00+00,2019,9,3D,Ward 1,Sexual Orientation,,ADW,38.92047649,-77.02198931,2019,Saturday,September
700 block of Florida Ave NW,2019-09-29 04:00:00+00:00,0308,2019/09/29 04:00:00+00,2019,9,3D,Ward 1,Sexual Orientation,,Simple Assault,38.91648896,-77.02241714,2019,Sunday,September
700 block of 7th St NW,2019-09-29 04:00:00+00:00,0053,2019/09/29 04:00:00+00,2019,9,1D,Ward 2,Sexual Orientation,,Simple Assault,38.89912971,-77.02191656,2019,Sunday,September
4000 block of Minnesota Ave NE,2019-10-01 04:00:00+00:00,1320,2019/10/01 04:00:00+00,2019,10,6D,Ward 7,Sexual Orientation,,Simple Assault,38.89665588,-76.94764751,2019,Tuesday,October
Unit block of Massachusetts Ave NE,2019-10-07 04:00:00+00:00,1945,2019/10/07 04:00:00+00,2019,10,1D,Ward 6,Race,Black,Simple Assault,38.89720394,-77.00838793,2019,Monday,October
2200 block of Wisconsin Ave NW,2019-10-08 04:00:00+00:00,2011,2019/10/08 04:00:00+00,2019,10,2D,Ward 3,Race,Black,Threats,38.91966658,-77.0710366,2019,Tuesday,October
3900 block of Macomb St NW,2019-10-10 04:00:00+00:00,1924,2019/10/18 04:00:00+00,2019,10,2D,Ward 3,Ethnicity/National Origin,Israeli,Damage/Defacing/Destruction of Property,38.93348864,-77.07841458,2019,Thursday,October
1700 block of Massachusetts Ave NW,2019-10-10 04:00:00+00:00,2150,2019/10/15 04:00:00+00,2019,10,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,38.90847745,-77.04008587,2019,Thursday,October
1700 block of 17th St NW,2019-10-11 04:00:00+00:00,0215,2019/10/11 04:00:00+00,2019,10,3D,Ward 2,Sexual Orientation,,Robbery,38.91298053,-77.03848292,2019,Friday,October
200 block of I St SW,2019-10-11 04:00:00+00:00,2032,2019/10/11 04:00:00+00,2019,10,1D,Ward 6,Sexual Orientation,,Simple Assault,38.87928645,-77.01407103,2019,Friday,October
400 block of 8th St SE,2019-10-12 04:00:00+00:00,0356,2019/10/12 04:00:00+00,2019,10,1D,Ward 6,Race,Black,Simple Assault,38.88323093,-76.99497417,2019,Saturday,October
7700 block of Georgia Ave NW,2019-10-16 04:00:00+00:00,1500,2019/10/17 04:00:00+00,2019,10,4D,Ward 4,Gender Identity/Expression,,Threats,38.98327859,-77.02656592,2019,Wednesday,October
300 block of 49th St NE,2019-10-17 04:00:00+00:00,1345,2019/10/17 04:00:00+00,2019,10,6D,Ward 7,Race,White,Simple Assault,38.89367649,-76.93290561,2019,Thursday,October
5200 block of Loughboro Rd NW,2019-10-20 04:00:00+00:00,1300,2019/10/20 04:00:00+00,2019,10,2D,Ward 3,Gender Identity/Expression,,Simple Assault,38.93573904,-77.10619468,2019,Sunday,October
1900 block of Vermont Ave NW,2019-10-20 04:00:00+00:00,0420,2019/10/20 04:00:00+00,2019,10,3D,Ward 1,Sexual Orientation,,Simple Assault,38.91628586,-77.0257345,2019,Sunday,October
400 block of New Jersey Ave SE,2019-10-21 04:00:00+00:00,1415,2019/10/22 04:00:00+00,2019,10,1D,Ward 6,Religion,Muslim,Threats,38.88463789,-77.00710157,2019,Monday,October
4200 block of New Hampshire Ave NW,2019-10-24 04:00:00+00:00,1544,2019/10/24 04:00:00+00,2019,10,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.94233364,-77.01983842,2019,Thursday,October
400 block of Massachusetts Ave NW,2019-10-24 04:00:00+00:00,0150,2019/10/24 04:00:00+00,2019,10,1D,Ward 6,Ethnicity/National Origin,Jewish,Displaying Symbols,38.90052346,-77.0171897,2019,Thursday,October
1300 block of M St NW,2023-05-20 04:00:00+00:00,1500,2023/06/01 04:00:00+00,2023,6,3D,Ward 2,Religion,Jewish,Theft,38.90564747,-77.03055674,2023,Saturday,May
Unit block of H St NW,2023-05-21 04:00:00+00:00,1157,2023/05/21 04:00:00+00,2023,5,1D,Ward 6,Ethnicity/National Origin,Chinese,Simple Assault,38.90020742,-77.01061888,2023,Sunday,May
3900 block of 14th St NW,2023-05-25 04:00:00+00:00,0240,2023/05/25 04:00:00+00,2023,5,4D,Ward 4,Sexual Orientation,,Simple Assault,38.93920946,-77.03272935,2023,Thursday,May
600 block of 13th ST NW,2023-05-26 04:00:00+00:00,1620,2023/05/26 04:00:00+00,2023,5,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,38.89782585,-77.02961894,2023,Friday,May
1300 block of 2nd St NE,2023-05-26 04:00:00+00:00,0647,2023/05/26 04:00:00+00,2023,5,5D,Ward 6,Ethnicity/National Origin,African,Threats,38.90782549,-77.00351418,2023,Friday,May
5600 block of Eads St NE,2023-05-27 04:00:00+00:00,1739,2023/05/27 04:00:00+00,2023,5,6D,Ward 7,Race,Asian,Damage/Defacing/Destruction of Property,38.89580964,-76.91983131,2023,Saturday,May
2500 block of K St NW,2023-05-27 04:00:00+00:00,2223,2023/05/28 04:00:00+00,2023,5,2D,Ward 2,Race,Black,Threats,38.90252961,-77.05470587,2023,Saturday,May
1300 block of M St NW,2023-05-28 04:00:00+00:00,2230,2023/06/01 04:00:00+00,2023,6,3D,Ward 2,Religion,Jewish,Theft,38.90564747,-77.03055674,2023,Sunday,May
